song_name,input_audio,target_audio,style_vector_pt,style_vector_npy,text_prompt,negative_prompt
cuoc_song_em_on_khong_anh_tu_official_music_video_chunk_010,/path/to/dataset/raw_chunks/cuoc_song_em_on_khong_anh_tu_official_music_video_chunk_010.wav,/path/to/dataset/therapy_chunks/cuoc_song_em_on_khong_anh_tu_official_music_video_chunk_010.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
cuoc_song_em_on_khong_anh_tu_official_music_video_chunk_011,/path/to/dataset/raw_chunks/cuoc_song_em_on_khong_anh_tu_official_music_video_chunk_011.wav,/path/to/dataset/therapy_chunks/cuoc_song_em_on_khong_anh_tu_official_music_video_chunk_011.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
da_lab_thanh_xuan_official_music_video_chunk_001,/path/to/dataset/raw_chunks/da_lab_thanh_xuan_official_music_video_chunk_001.wav,/path/to/dataset/therapy_chunks/da_lab_thanh_xuan_official_music_video_chunk_001.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
da_lab_thanh_xuan_official_music_video_chunk_002,/path/to/dataset/raw_chunks/da_lab_thanh_xuan_official_music_video_chunk_002.wav,/path/to/dataset/therapy_chunks/da_lab_thanh_xuan_official_music_video_chunk_002.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
da_lab_thanh_xuan_official_music_video_chunk_003,/path/to/dataset/raw_chunks/da_lab_thanh_xuan_official_music_video_chunk_003.wav,/path/to/dataset/therapy_chunks/da_lab_thanh_xuan_official_music_video_chunk_003.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
da_lab_thanh_xuan_official_music_video_chunk_004,/path/to/dataset/raw_chunks/da_lab_thanh_xuan_official_music_video_chunk_004.wav,/path/to/dataset/therapy_chunks/da_lab_thanh_xuan_official_music_video_chunk_004.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
da_lab_thanh_xuan_official_music_video_chunk_005,/path/to/dataset/raw_chunks/da_lab_thanh_xuan_official_music_video_chunk_005.wav,/path/to/dataset/therapy_chunks/da_lab_thanh_xuan_official_music_video_chunk_005.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
da_lab_thanh_xuan_official_music_video_chunk_006,/path/to/dataset/raw_chunks/da_lab_thanh_xuan_official_music_video_chunk_006.wav,/path/to/dataset/therapy_chunks/da_lab_thanh_xuan_official_music_video_chunk_006.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
da_lab_thanh_xuan_official_music_video_chunk_007,/path/to/dataset/raw_chunks/da_lab_thanh_xuan_official_music_video_chunk_007.wav,/path/to/dataset/therapy_chunks/da_lab_thanh_xuan_official_music_video_chunk_007.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
da_lab_thanh_xuan_official_music_video_chunk_008,/path/to/dataset/raw_chunks/da_lab_thanh_xuan_official_music_video_chunk_008.wav,/path/to/dataset/therapy_chunks/da_lab_thanh_xuan_official_music_video_chunk_008.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_001,/path/to/dataset/raw_chunks/danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_001.wav,/path/to/dataset/therapy_chunks/danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_001.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_002,/path/to/dataset/raw_chunks/danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_002.wav,/path/to/dataset/therapy_chunks/danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_002.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_003,/path/to/dataset/raw_chunks/danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_003.wav,/path/to/dataset/therapy_chunks/danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_003.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_004,/path/to/dataset/raw_chunks/danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_004.wav,/path/to/dataset/therapy_chunks/danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_004.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_005,/path/to/dataset/raw_chunks/danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_005.wav,/path/to/dataset/therapy_chunks/danh_ca_thanh_xuan_de_yeu_ai_do_thuy_tien_official_4k_mv_chunk_005.wav,/path/to/dataset/StyleVectors/therapeutic_style_vector.pt,/path/to/dataset/StyleVectors/therapeutic_style_vector.npy,"A slow, calm instrumental therapeutic music track at exactly 60 BPM, strictly within the 60 to 80 BPM therapeutic range. The rhythm is steady, predictable, and metronomic. No tempo variations, rubato, or rhythmic surprises. The overall dynamic range is extremely compressed, with a peak-to-floor variance of less than 13 dB. Volume is consistent with no sudden loud transients or abrupt silences. Notes transition smoothly with legato style, overlapping between 70% and 80% of their duration. No staccato articulations. Each note sustains gently into the next. A subtle breathing quality is present with amplitude modulation oscillating between 0.05 Hz and 0.1 Hz. The frequency spectrum rolls off sharply above 5.0 kHz. No harsh high-frequency components above 5.0 kHz. Sub-bass frequencies below 80 Hz are absent. Compared to the baseline therapeutic music reference, there is enhanced warmth in the 100 Hz to 400 Hz band. This low-mid emphasis creates a grounded, warm tonal character without muddiness. The boost is adaptive: reduced if input already has strong low-mid energy exceeding the mid-range reference by more than 5 dB. Minimalist, sparse note density with long durations and generous musical space. Deeply calming, safe, and predictable — designed for sensory regulation in individuals with Autism Spectrum Disorder. No sudden changes in any acoustic parameter at any point in the track.","drums, percussion, cymbals, hi-hats, kick drum, snare, bright high frequencies, harsh treble, sibilance, fast tempo, energetic, upbeat, loud, sudden volume changes, staccato notes, sharp attack, distortion, noise, complex harmony, dense arrangement, multiple instruments, sub-bass, heavy bass, muddy low end, rubato, tempo fluctuation, syncopation, irregular rhythm, vocals, singing, speech, lyrics"
